a,b,c,d,e,f,g,result
87,1.9770,0.2069,0.4828,0.0805,0.3678,0.0000,0.4383
8,0.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.3210
53,2.5472,0.2453,0.7736,0.0755,0.3208,0.0000,0.5370
31,2.8710,0.1935,0.9032,0.0000,0.0000,0.0323,0.3210
85,3.4588,0.4118,1.1176,0.0353,0.3529,0.0588,0.5247
56,1.5893,0.2679,0.4821,0.1071,0.3750,0.0536,0.6728
26,3.3077,0.2308,0.8462,0.0385,0.3462,0.0000,0.4969
152,3.7105,0.5395,0.9605,0.1711,0.5395,0.0461,0.4969
17,0.0588,0.0000,0.0000,0.0000,0.0000,0.0000,0.4198
36,1.9722,0.0556,0.2778,0.0000,0.1111,0.0000,0.4383
111,2.2252,0.1712,0.5676,0.0270,0.2252,0.0270,0.3210
2,4.5000,0.0000,0.5000,0.0000,0.5000,0.0000,0.5370
12,1.4167,0.0833,0.5000,0.0000,0.0000,0.0000,0.3851
34,1.9118,0.1176,0.1471,0.0000,0.0588,0.0294,0.5370
6,1.5000,0.0000,0.3333,0.0000,0.0000,0.0000,0.5988
26,1.3846,0.0000,0.1538,0.0000,0.0769,0.0000,0.5432
29,0.3448,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
52,2.3654,0.2115,0.4808,0.0000,0.1154,0.0769,0.3851
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5370
29,2.0000,0.1379,0.2759,0.0000,0.1034,0.0000,0.4259
96,2.3438,0.2813,0.5208,0.0729,0.2708,0.0104,0.5988
4,1.2500,0.0000,0.2500,0.0000,0.5000,0.0000,0.5679
38,1.3421,0.0263,0.1579,0.0000,0.0526,0.0000,0.3210
40,2.3750,0.2750,0.5000,0.0000,0.1750,0.0000,0.5741
17,2.0588,0.2941,0.4706,0.0000,0.1176,0.0000,0.5494
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5494
148,3.6689,0.5338,1.0811,0.1689,0.4459,0.0270,0.5556
20,3.0500,0.5500,0.8000,0.0500,0.3500,0.3000,0.4259
13,0.4615,0.0000,0.0000,0.0000,0.0000,0.0000,0.5432
9,0.5556,0.2222,0.1111,0.0000,0.0000,0.0000,0.5370
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4969
16,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
36,0.4444,0.0278,0.0278,0.0000,0.0000,0.0000,0.5679
21,0.9524,0.0476,0.0476,0.0000,0.1429,0.0000,0.4198
100,2.6300,0.4700,0.6400,0.0900,0.2900,0.0200,0.5370
43,1.8372,0.3488,0.4884,0.1163,0.3721,0.0000,0.5432
55,0.2364,0.0000,0.0182,0.0000,0.0000,0.0000,0.3951
153,4.1634,0.6340,1.2876,0.1569,0.6601,0.0654,0.5988
129,3.5891,0.4264,1.0233,0.1318,0.5426,0.0620,0.5432
118,3.3390,0.3644,0.8475,0.1102,0.3644,0.0424,0.4259
23,1.1739,0.0000,0.2609,0.0000,0.0000,0.0000,0.5679
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4969
44,1.0000,0.3409,0.1591,0.0227,0.0909,0.0000,0.5679
19,0.1579,0.0000,0.0000,0.0000,0.0000,0.0000,0.4259
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
16,0.6875,0.0000,0.1875,0.0000,0.1250,0.0000,0.4198
51,0.0588,0.0000,0.0000,0.0000,0.0000,0.0000,0.4198
44,2.5227,0.1591,0.5455,0.0227,0.2727,0.0000,0.5247
48,1.9375,0.1250,0.2917,0.0000,0.0833,0.0208,0.6173
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4198
106,2.4057,0.2264,0.3962,0.0660,0.2075,0.0094,0.3951
12,2.2500,0.1667,0.2500,0.0000,0.0000,0.0000,0.4259
108,2.5370,0.2685,0.7222,0.0833,0.3889,0.0093,0.5432
14,1.9286,0.0714,0.2857,0.0714,0.1429,0.0000,0.5432
40,2.7500,0.2500,0.7250,0.1250,0.3500,0.0000,0.3951
27,2.3704,0.1852,0.4815,0.0000,0.2222,0.0000,0.6728
26,0.8462,0.0769,0.1154,0.0385,0.0385,0.0000,0.3889
26,1.7308,0.1538,0.2692,0.0769,0.1538,0.0000,0.5741
132,3.5682,0.5758,0.9924,0.0985,0.5152,0.0303,0.5247
17,1.0000,0.1176,0.2353,0.0000,0.0588,0.0000,0.5309
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5494
147,3.1293,0.3265,0.7483,0.0340,0.2177,0.1020,0.5432
18,0.0556,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
39,1.4872,0.0769,0.2308,0.0000,0.0769,0.0000,0.3951
47,0.5745,0.0213,0.0000,0.0000,0.0000,0.0000,0.3851
78,2.4103,0.3333,0.5897,0.0769,0.4231,0.0000,0.4198
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5494
139,3.3957,0.3165,0.8489,0.0288,0.2158,0.0000,0.3210
135,3.8000,0.3630,0.9185,0.2000,0.5185,0.0593,0.4969
8,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
13,1.0000,0.2308,0.2308,0.0000,0.0000,0.0000,0.4383
160,3.9313,0.6438,1.1563,0.2313,0.7625,0.0250,0.5494
75,0.3200,0.0133,0.0267,0.0000,0.0133,0.0000,0.5988
40,2.9250,0.1250,0.3500,0.0250,0.0500,0.0000,0.5556
47,1.9787,0.1702,0.3404,0.0000,0.1489,0.0000,0.5988
76,1.4474,0.1053,0.3289,0.0132,0.1842,0.0000,0.3851
37,2.1622,0.2162,0.2432,0.0000,0.0541,0.0000,0.4969
37,1.9189,0.2432,0.3243,0.0541,0.1081,0.0000,0.4198
154,3.4740,0.5974,1.0325,0.2597,0.6299,0.0195,0.5370
62,3.4032,0.3226,0.7903,0.0000,0.1613,0.0000,0.6173
28,1.7500,0.1786,0.3929,0.0000,0.0357,0.0357,0.5679
58,3.4310,0.4310,0.7414,0.0690,0.1207,0.1034,0.3210
35,2.1429,0.2286,0.4286,0.0000,0.1143,0.0000,0.6728
31,0.1935,0.0000,0.0968,0.0000,0.0323,0.0000,0.3851
135,3.6519,0.3185,1.0296,0.0815,0.5037,0.0148,0.4259
132,3.7500,0.4394,0.9545,0.0758,0.5303,0.0303,0.5370
6,0.5000,0.0000,0.1667,0.0000,0.0000,0.0000,0.5370
48,0.3125,0.0417,0.0625,0.0000,0.0417,0.0000,0.3851
3,0.6667,0.3333,0.3333,0.0000,0.0000,0.0000,0.5432
17,0.9412,0.0000,0.0588,0.0000,0.0588,0.0000,0.3210
28,1.7857,0.1786,0.3571,0.0000,0.1429,0.0000,0.5247
60,2.5667,0.4333,0.8000,0.0167,0.2333,0.0000,0.5679
152,3.5066,0.5461,1.0658,0.2434,0.7961,0.0066,0.6728
72,2.6667,0.2917,0.6250,0.1250,0.3889,0.0000,0.5556
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4198
15,0.1333,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
9,0.2222,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
43,2.7907,0.2791,0.6977,0.0000,0.2093,0.0465,0.5679
2,3.0000,0.0000,0.5000,0.0000,0.5000,0.0000,0.5494
118,1.2203,0.1610,0.2119,0.0169,0.1017,0.0169,0.5988
11,0.1818,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
22,0.1818,0.0000,0.0455,0.0000,0.0000,0.0000,0.3210
155,3.6710,0.4000,0.9032,0.0710,0.5355,0.0065,0.5000
45,0.1333,0.0000,0.0222,0.0000,0.0667,0.0000,0.3889
5,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5432
38,0.2105,0.0000,0.0000,0.0000,0.0000,0.0000,0.5494
54,1.5000,0.2037,0.3704,0.0000,0.0741,0.0000,0.3951
3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4198
40,0.6500,0.0250,0.0750,0.0000,0.0500,0.0000,0.5000
33,0.2121,0.0000,0.0606,0.0000,0.0606,0.0000,0.5741
15,0.2667,0.0000,0.0000,0.0000,0.0000,0.0000,0.3210
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
67,0.0746,0.0000,0.0149,0.0000,0.0000,0.0000,0.3210
5,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
8,0.2500,0.0000,0.1250,0.0000,0.0000,0.0000,0.5556
31,1.0323,0.0323,0.1290,0.0323,0.0323,0.0000,0.3210
37,2.1622,0.2162,0.2703,0.0000,0.0270,0.0000,0.5741
132,3.1742,0.3939,1.0227,0.1212,0.5227,0.0076,0.5988
71,0.2113,0.0000,0.0141,0.0000,0.0000,0.0000,0.5679
137,3.5985,0.4380,0.9124,0.0949,0.4964,0.0219,0.4383
13,1.4615,0.3846,0.3077,0.0000,0.0000,0.0000,0.3889
71,1.9577,0.2958,0.4789,0.0704,0.2394,0.0000,0.5988
18,2.0000,0.2222,0.3333,0.0556,0.1667,0.0000,0.3210
103,2.1262,0.2427,0.3495,0.0777,0.1845,0.0097,0.4383
95,2.0000,0.2842,0.4947,0.0421,0.2632,0.0632,0.6728
1,3.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.5370
2,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3210
107,2.9439,0.4766,0.7570,0.0187,0.1869,0.0093,0.5432
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5370
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5494
44,0.1818,0.0000,0.0227,0.0000,0.0000,0.0227,0.6728
30,1.4667,0.0667,0.4000,0.0000,0.1667,0.0000,0.5370
12,2.1667,0.1667,0.5000,0.0000,0.1667,0.0000,0.4259
87,2.2529,0.2299,0.5057,0.0115,0.0575,0.0115,0.4259
32,3.0000,0.2188,0.6250,0.0313,0.2813,0.0313,0.5432
23,0.6522,0.0000,0.1739,0.0000,0.0435,0.0000,0.3210
38,1.4737,0.0789,0.1316,0.0000,0.0263,0.0000,0.3210
17,0.5882,0.0588,0.0000,0.0000,0.0000,0.0000,0.5556
87,2.5517,0.2644,0.4368,0.0345,0.2414,0.0345,0.4969
156,3.8333,0.4679,0.8974,0.1474,0.5385,0.0128,0.6728
148,3.6419,0.7500,1.1216,0.2162,0.6757,0.0608,0.6728
6,3.3333,0.1667,0.3333,0.0000,0.0000,0.1667,0.3210
18,2.5556,0.2222,0.5000,0.0000,0.1111,0.0000,0.4383
159,3.5283,0.2956,0.8176,0.0440,0.3082,0.0314,0.4383
95,2.8105,0.2842,0.6632,0.0211,0.2105,0.0316,0.4259
7,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.5370
7,1.1429,0.0000,0.1429,0.0000,0.0000,0.0000,0.3951
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6173
110,3.5545,0.3182,0.8091,0.0364,0.2727,0.0091,0.3889
39,0.5385,0.0000,0.0513,0.0000,0.0000,0.0000,0.5432
58,3.2241,0.2586,0.7241,0.0690,0.3621,0.0345,0.3951
3,0.6667,0.0000,0.3333,0.0000,0.0000,0.0000,0.3851
52,0.5962,0.0385,0.0769,0.0000,0.0192,0.0000,0.5370
106,2.3302,0.1792,0.5472,0.0189,0.1792,0.0094,0.5432
34,1.6765,0.2059,0.4706,0.1176,0.2353,0.0000,0.4259
115,3.1391,0.2870,0.8261,0.0261,0.2783,0.0435,0.5988
156,4.0192,0.7692,1.3974,0.1026,0.5256,0.0449,0.5494
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
46,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3210
13,1.0000,0.0000,0.2308,0.0000,0.0769,0.0000,0.3889
19,1.1053,0.1579,0.1579,0.0000,0.0000,0.0000,0.3210
35,3.4857,0.2857,0.6571,0.0571,0.1714,0.0286,0.5432
27,1.2593,0.2593,0.2593,0.0370,0.2222,0.0000,0.5679
88,2.2273,0.2159,0.5455,0.0000,0.1477,0.0455,0.5494
98,2.1633,0.3571,0.4898,0.0510,0.1531,0.0408,0.5247
133,3.3534,0.3083,0.6842,0.0902,0.3308,0.0075,0.3889
25,1.1600,0.1200,0.1200,0.0000,0.0800,0.0000,0.6173
30,1.3333,0.2000,0.1667,0.0333,0.1667,0.0000,0.5556
52,1.7500,0.3462,0.5192,0.0577,0.2308,0.0000,0.6728
129,3.5581,0.4806,1.0775,0.0388,0.4419,0.0620,0.5432
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5370
32,1.9688,0.0625,0.2188,0.0313,0.0625,0.0000,0.3210
160,3.5938,0.6063,1.0375,0.1813,0.7688,0.0063,0.5679
41,2.6341,0.1220,0.6829,0.0244,0.3902,0.0000,0.4383
47,2.7021,0.1915,0.5106,0.0000,0.2340,0.0000,0.5370
68,1.6176,0.2941,0.3676,0.0294,0.1618,0.0441,0.5494
61,3.3607,0.3607,0.8852,0.0164,0.2131,0.0328,0.4259
102,1.9510,0.1275,0.3627,0.0098,0.1275,0.0000,0.3851
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
6,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
94,2.4043,0.3191,0.6170,0.0213,0.2128,0.0000,0.5370
152,3.6118,0.4145,0.9145,0.1053,0.3421,0.0263,0.5370
39,2.3333,0.1795,0.2821,0.0000,0.1538,0.0256,0.6173
19,0.3684,0.0526,0.0526,0.0000,0.0000,0.0000,0.4198
66,0.4091,0.0152,0.0606,0.0000,0.0758,0.0000,0.3951
4,1.7500,0.0000,0.5000,0.0000,0.2500,0.0000,0.3210
36,1.4444,0.0833,0.2222,0.0000,0.0000,0.0000,0.5679
23,0.1739,0.0000,0.0435,0.0000,0.0000,0.0000,0.3210
12,0.2500,0.0000,0.0833,0.0000,0.0000,0.0000,0.6728
100,3.0300,0.4200,0.9100,0.1400,0.4700,0.0100,0.6173
150,3.6733,0.3400,0.9333,0.0800,0.3667,0.0067,0.5370
35,0.2857,0.0571,0.0000,0.0000,0.0000,0.0000,0.3210
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3210
8,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.5432
30,0.9000,0.0333,0.1667,0.0000,0.0667,0.0000,0.5309
28,1.7143,0.0714,0.1429,0.0000,0.0000,0.0000,0.4969
4,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5494
2,1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
2,2.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3851
43,1.2326,0.1163,0.1860,0.0233,0.0698,0.0000,0.5370
5,2.8000,0.0000,0.6000,0.0000,0.6000,0.0000,0.5370
6,1.8333,0.3333,0.5000,0.0000,0.6667,0.0000,0.4969
26,1.9615,0.3077,0.3462,0.0769,0.1923,0.1154,0.3951
114,2.8596,0.3509,0.6754,0.1579,0.3947,0.0088,0.3851
41,2.6341,0.1707,0.2683,0.0000,0.0488,0.0000,0.5247
68,3.3676,0.3235,0.7500,0.0294,0.1324,0.0294,0.3210
53,0.4717,0.0377,0.0566,0.0000,0.0000,0.0000,0.3210
159,3.7107,0.4340,1.0063,0.0252,0.2893,0.0314,0.5247
13,1.8462,0.4615,0.5385,0.0769,0.3846,0.0000,0.3210
2,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
21,1.3333,0.0952,0.1429,0.0000,0.0000,0.0000,0.5309
143,3.7972,0.6084,1.1748,0.1748,0.6503,0.0490,0.5370
103,1.8932,0.2039,0.4660,0.0874,0.2427,0.0097,0.5679
122,2.1803,0.2131,0.5410,0.0164,0.1967,0.0246,0.3851
82,2.5976,0.2805,0.5488,0.0488,0.2805,0.0000,0.5679
23,1.2609,0.0435,0.1739,0.0000,0.0000,0.0000,0.5556
12,2.1667,0.0000,0.3333,0.0000,0.2500,0.0000,0.4198
113,3.4159,0.3451,0.8673,0.0885,0.2743,0.0088,0.4383
121,2.9339,0.2397,0.6860,0.1074,0.3554,0.0083,0.3210
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
27,0.1852,0.0370,0.0370,0.0000,0.0000,0.0000,0.5432
23,1.2609,0.1739,0.1739,0.0000,0.0000,0.0000,0.4259
6,2.8333,0.6667,1.1667,0.1667,0.1667,0.0000,0.3210
95,1.7053,0.1053,0.3368,0.0316,0.1053,0.0316,0.3210
41,0.8537,0.0000,0.0732,0.0000,0.0000,0.0000,0.5370
17,2.5294,0.1176,0.7059,0.0000,0.2353,0.0588,0.3951
149,3.9732,0.4899,0.9329,0.1074,0.4698,0.0537,0.5556
145,3.6000,0.6138,1.1034,0.2000,0.6345,0.0069,0.5432
158,3.4747,0.5633,1.0506,0.1835,0.5000,0.0190,0.3210
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3951
22,1.2273,0.0909,0.2727,0.0000,0.1364,0.0000,0.5556
119,1.8571,0.2185,0.4706,0.0336,0.2017,0.0336,0.5494
4,2.0000,0.2500,0.7500,0.0000,0.5000,0.0000,0.5247
42,1.7381,0.1190,0.0952,0.0000,0.0000,0.0000,0.3210
36,1.6389,0.1944,0.3056,0.0278,0.2222,0.0000,0.5741
18,1.5556,0.2222,0.3333,0.0000,0.0000,0.0000,0.3889
103,2.1553,0.2136,0.5146,0.0097,0.2330,0.0291,0.3889
39,2.5897,0.2308,0.4615,0.0256,0.1026,0.0000,0.4969
123,1.6748,0.2846,0.4228,0.0325,0.2358,0.0976,0.5309
22,2.3182,0.1364,0.3636,0.0455,0.1818,0.0000,0.4383
36,2.3611,0.1944,0.6944,0.0278,0.2500,0.0278,0.3851
132,3.5000,0.3788,0.8182,0.1061,0.4015,0.0227,0.5247
141,3.8582,0.4468,0.9220,0.0213,0.2482,0.0355,0.3210
41,2.3902,0.1463,0.3659,0.0000,0.0732,0.0000,0.5247
109,3.0000,0.3486,0.7064,0.0826,0.4771,0.0092,0.6173
8,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.4969
27,1.3704,0.1481,0.2222,0.0741,0.2593,0.0000,0.3951
12,0.2500,0.0833,0.0833,0.0000,0.0000,0.0000,0.5432
75,3.5467,0.3733,0.9467,0.0000,0.1467,0.0400,0.5432
10,2.2000,0.2000,0.7000,0.0000,0.0000,0.0000,0.4383
45,0.4667,0.0667,0.1333,0.0444,0.0444,0.0000,0.4383
104,2.1250,0.2885,0.7404,0.0385,0.3173,0.0000,0.5432
27,1.4444,0.0000,0.2593,0.0000,0.0741,0.0000,0.5370
7,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
64,1.3906,0.1094,0.3750,0.0469,0.3281,0.0000,0.4259
59,0.0678,0.0000,0.0169,0.0000,0.0000,0.0000,0.6173
138,4.0362,0.4928,1.0580,0.0217,0.2174,0.1377,0.3889
16,2.3750,0.0625,0.3750,0.0625,0.1250,0.0000,0.5432
13,3.0000,0.4615,0.6923,0.0000,0.3077,0.0769,0.4969
29,1.7586,0.3103,0.6207,0.0000,0.2759,0.0000,0.5370
38,2.1316,0.2105,0.5000,0.0526,0.2368,0.0000,0.3851
69,2.7536,0.2609,0.5362,0.1739,0.4203,0.0000,0.5741
2,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3951
31,0.2903,0.0000,0.0323,0.0000,0.0000,0.0000,0.5556
37,1.2703,0.0541,0.2432,0.0000,0.0541,0.0000,0.5988
152,4.1908,0.6842,1.2763,0.1382,0.6118,0.1711,0.5494
51,2.4314,0.1373,0.4510,0.0000,0.1373,0.0196,0.5247
34,2.0294,0.1471,0.3235,0.0294,0.2353,0.0000,0.5000
159,3.7862,0.4528,1.0943,0.1132,0.6352,0.0000,0.5370
24,1.7083,0.1250,0.1250,0.0000,0.0000,0.0000,0.5370
158,3.3861,0.6266,0.9747,0.0696,0.3291,0.2848,0.5988
66,1.1970,0.1515,0.1667,0.0000,0.0606,0.0455,0.5556
45,3.1778,0.2889,0.5778,0.0222,0.2000,0.0444,0.4969
94,3.5213,0.4894,0.7872,0.1383,0.3936,0.0213,0.5556
152,3.6447,0.6118,0.9934,0.0526,0.4079,0.0987,0.5988
153,3.7974,0.4510,1.0850,0.0458,0.3725,0.0523,0.5309
62,0.3387,0.0484,0.0806,0.0161,0.0161,0.0000,0.5741
41,2.9024,0.4146,0.7073,0.0000,0.2927,0.0488,0.5000
20,1.9000,0.1500,0.4000,0.0000,0.1000,0.0000,0.3951
5,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000,0.5247
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
34,2.3235,0.0882,0.1176,0.0000,0.0588,0.0000,0.5432
6,2.6667,0.1667,0.3333,0.0000,0.3333,0.0000,0.3951
72,3.0139,0.2917,0.6806,0.0139,0.1806,0.0417,0.3851
31,2.4194,0.2903,0.6452,0.0000,0.1935,0.0323,0.5309
18,1.4444,0.3889,0.2778,0.0556,0.1111,0.0556,0.3951
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
133,2.6241,0.2481,0.6842,0.0150,0.3008,0.0376,0.4383
9,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
6,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5370
11,1.0909,0.0000,0.3636,0.0000,0.1818,0.0000,0.5556
31,1.0323,0.0968,0.0000,0.0000,0.0323,0.0000,0.5432
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
23,4.0000,0.5217,0.8696,0.1304,0.4348,0.0870,0.3951
105,1.8952,0.2095,0.4667,0.0571,0.3048,0.0000,0.4198
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
28,1.3214,0.0000,0.1071,0.0000,0.0000,0.0000,0.5370
12,0.0833,0.0000,0.0000,0.0000,0.0000,0.0000,0.5370
30,1.0000,0.0000,0.0333,0.0000,0.0667,0.0000,0.3210
5,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
69,2.1449,0.2464,0.3768,0.0580,0.1739,0.0290,0.3889
20,2.0000,0.1500,0.5500,0.0000,0.1500,0.0000,0.5000
56,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.6728
64,1.2031,0.0781,0.3125,0.0156,0.2031,0.0000,0.5432
32,1.6875,0.0625,0.4063,0.0000,0.2188,0.0000,0.3210
103,2.3981,0.1942,0.5146,0.0194,0.2233,0.0291,0.6173
8,0.0000,0.1250,0.0000,0.0000,0.0000,0.0000,0.5370
132,3.2045,0.3485,0.7197,0.1061,0.3788,0.0227,0.5556
69,1.6812,0.2174,0.4203,0.0870,0.1884,0.0290,0.3951
49,1.1633,0.1429,0.2449,0.0000,0.0816,0.0204,0.5370
130,3.4462,0.4231,1.0000,0.0538,0.5692,0.1385,0.4969
74,1.0000,0.0270,0.1486,0.0135,0.1081,0.0000,0.5494
34,0.0588,0.0000,0.0000,0.0000,0.0000,0.0000,0.4259
41,0.9512,0.0488,0.0976,0.0000,0.0488,0.0000,0.3210
44,0.1818,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
8,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
163,3.9387,0.6319,1.1534,0.1288,0.5828,0.0184,0.5679
4,2.5000,0.2500,0.0000,0.0000,0.0000,0.0000,0.3951
13,1.9231,0.3077,0.5385,0.0000,0.1538,0.0000,0.3210
26,0.0385,0.0000,0.0385,0.0000,0.0385,0.0000,0.5370
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
61,0.6557,0.0164,0.0656,0.0000,0.0328,0.0000,0.3851
135,3.4889,0.4370,1.0593,0.0222,0.2370,0.0444,0.4198
47,4.0213,0.4894,0.8936,0.0000,0.1702,0.3191,0.3210
104,4.1731,0.5481,1.2404,0.0385,0.3750,0.2404,0.5247
37,0.1622,0.0270,0.0000,0.0000,0.0000,0.0000,0.3889
34,2.3824,0.2059,0.2353,0.0000,0.1471,0.0000,0.5000
37,2.0541,0.1622,0.2703,0.0000,0.1622,0.0000,0.5556
121,3.0579,0.1901,0.6116,0.0248,0.2066,0.0000,0.3210
33,2.2424,0.2727,0.6061,0.0303,0.1212,0.0000,0.3889
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
30,0.2000,0.0333,0.0333,0.0000,0.0333,0.0000,0.5000
9,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.3951
44,0.6136,0.0682,0.0455,0.0000,0.0000,0.0000,0.5988
17,0.8824,0.1765,0.2353,0.0588,0.1765,0.0000,0.5556
72,2.3750,0.2500,0.4167,0.0139,0.0972,0.0278,0.4969
76,0.1974,0.0000,0.0000,0.0000,0.0000,0.0000,0.4198
97,2.4845,0.3711,0.6495,0.0000,0.1546,0.0309,0.5494
46,0.1087,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
40,0.2750,0.0000,0.0500,0.0000,0.0000,0.0000,0.4383
4,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5432
20,2.0500,0.0500,0.2500,0.0000,0.1000,0.0000,0.4198
149,3.3221,0.7584,0.8926,0.2215,0.5839,0.1544,0.5000
162,3.7222,0.5926,0.9506,0.2469,0.6852,0.0926,0.5370
101,2.6931,0.3564,0.6436,0.0594,0.2673,0.0099,0.5679
8,0.2500,0.0000,0.1250,0.0000,0.0000,0.0000,0.4259
4,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5864
53,2.1698,0.2830,0.3585,0.0189,0.0943,0.0000,0.5185
41,2.4634,0.2927,0.5610,0.0488,0.2195,0.0244,0.5000
5,2.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.5185
72,0.0417,0.0000,0.0139,0.0000,0.0000,0.0000,0.5185
63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5864
30,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
12,1.2500,0.1667,0.0000,0.0000,0.0833,0.0000,0.5185
85,2.1529,0.2588,0.5647,0.0118,0.2235,0.0118,0.3519
56,1.2143,0.0893,0.2321,0.0000,0.0000,0.0000,0.5185
60,2.5167,0.1667,0.5833,0.0167,0.2667,0.0000,0.5185
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
48,2.6042,0.3542,0.6042,0.0625,0.2500,0.0417,0.3519
161,3.9565,0.5466,1.1677,0.0559,0.4286,0.3292,0.5617
51,3.6078,0.1961,0.7843,0.0000,0.1373,0.0000,0.3519
14,1.1429,0.1429,0.0714,0.0000,0.0000,0.0000,0.5123
10,2.3000,0.0000,0.5000,0.0000,0.2000,0.0000,0.5000
29,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5864
113,2.2655,0.3540,0.5221,0.0177,0.2389,0.1062,0.4136
100,2.2600,0.2400,0.5600,0.0200,0.1300,0.0200,0.4630
38,0.0526,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
39,3.0256,0.2821,0.4615,0.0256,0.1795,0.0256,0.4012
27,1.5926,0.1111,0.1481,0.0000,0.0741,0.0000,0.4568
8,1.5000,0.0000,0.1250,0.0000,0.0000,0.0000,0.4815
75,0.0533,0.0133,0.0133,0.0000,0.0000,0.0000,0.4813
37,2.1351,0.1081,0.4595,0.0000,0.0541,0.0270,0.5802
38,1.5000,0.1316,0.3684,0.0000,0.2368,0.0526,0.5185
94,1.9681,0.2128,0.4787,0.0000,0.1596,0.0319,0.4815
